2026-04-15 16:18:35,434 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:35,885 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:35,966 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:36,383 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:36,463 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:36,907 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:36,988 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:37,069 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:37,149 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:37,593 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:37,674 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:38,092 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:38,174 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:38,619 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:38,700 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:38,781 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:38,862 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:39,307 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:39,388 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:39,805 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:39,886 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:40,338 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:40,419 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:40,500 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:40,580 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:41,024 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:41,105 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:41,521 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:41,602 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:42,044 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:42,125 REPLAY: op=8,0,0,0 executed_steps=1 task_state={}
2026-04-15 16:18:42,190 REPLAY: op=0,0,0,0 executed_steps=1 task_state={0: 'sleeping'}
2026-04-15 16:18:42,348 REPLAY: op=6,0,0,0 executed_steps=1 task_state={0: 'on_cpu'}
2026-04-15 16:18:42,629 REPLAY: op=1,0,1,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu'}
2026-04-15 16:18:42,699 REPLAY: op=0,2,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu', 2: 'sleeping'}
2026-04-15 16:18:42,965 REPLAY: op=1,0,3,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu', 2: 'sleeping', 3: 'on_cpu'}
2026-04-15 16:18:43,002 REPLAY: op=10,-1,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu', 2: 'sleeping', 3: 'on_cpu'}
2026-04-15 16:18:43,135 REPLAY: op=6,2,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu', 2: 'runnable', 3: 'on_cpu'}
2026-04-15 16:18:43,316 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu', 2: 'runnable', 3: 'on_cpu'}
2026-04-15 16:18:43,497 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu', 2: 'runnable', 3: 'on_cpu'}
2026-04-15 16:18:43,981 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'runnable', 1: 'on_cpu', 2: 'on_cpu', 3: 'on_cpu'}
2026-04-15 16:18:44,162 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'runnable', 1: 'on_cpu', 2: 'on_cpu', 3: 'on_cpu'}
2026-04-15 16:18:44,656 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu', 2: 'on_cpu', 3: 'on_cpu'}
2026-04-15 16:18:44,870 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu', 2: 'on_cpu', 3: 'on_cpu'}
2026-04-15 16:18:45,120 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu', 2: 'on_cpu', 3: 'on_cpu'}
2026-04-15 16:18:45,334 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu', 2: 'on_cpu', 3: 'on_cpu'}
2026-04-15 16:18:45,548 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu', 2: 'on_cpu', 3: 'on_cpu'}
2026-04-15 16:18:45,760 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu', 2: 'on_cpu', 3: 'on_cpu'}
2026-04-15 16:18:45,973 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu', 2: 'on_cpu', 3: 'on_cpu'}
2026-04-15 16:18:46,187 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu', 2: 'on_cpu', 3: 'on_cpu'}
2026-04-15 16:18:46,366 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu', 2: 'on_cpu', 3: 'on_cpu'}
2026-04-15 16:18:46,578 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu', 2: 'on_cpu', 3: 'on_cpu'}
2026-04-15 16:18:46,792 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'on_cpu', 2: 'on_cpu', 3: 'on_cpu'}
